part,lesson,section,title,cid,url,duration_seconds,file,sha256,transcript_status,review_status
13,6,numbered_course,第六课-剧本的格式6,167877064,https://www.bilibili.com/video/BV1eE411F73t/?p=13,1849.74737,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第六课-剧本的格式6.mp4,6c081651506265a9544cea6b2c2553118bbf5ce94b6a5b3f1022e8a5669b09d0,machine_transcribed,full_machine_transcript_read_not_full_listen
14,7,numbered_course,第七课-拿事儿说话7,167881562,https://www.bilibili.com/video/BV1eE411F73t/?p=14,1184.751088,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第七课-拿事儿说话7.mp4,a47234aa7cfe8959b10811d58570889c01f483c3fc71b99cb362e5ad4a787c50,machine_transcribed,full_machine_transcript_read_not_full_listen
15,8,numbered_course,第八课-勾勒画面8.1,167884665,https://www.bilibili.com/video/BV1eE411F73t/?p=15,2317.327596,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第八课-勾勒画面8.1.mp4,bd5aa89f3394a71240e23e971eabf08aef3485ba549e00ae14b246cd0a8caba3,machine_transcribed,full_machine_transcript_read_not_full_listen
16,8,numbered_course,第八课-勾勒画面8.2,168276930,https://www.bilibili.com/video/BV1eE411F73t/?p=16,1622.447234,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第八课-勾勒画面8.2.mp4,564cc97ef0d711c6cd75be5045ec721bb304a93fc5e8c7897dba8ee65d59ff0d,machine_transcribed,full_machine_transcript_read_not_full_listen
17,8,numbered_course,第八课-勾勒画面8.3,168277841,https://www.bilibili.com/video/BV1eE411F73t/?p=17,1992.85195,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第八课-勾勒画面8.3.mp4,baa383e01087d9ca72129049a3cddbe5e7c22fa0e7805b0cf79845eaffa56212,machine_transcribed,full_machine_transcript_read_not_full_listen
18,9,numbered_course,第九课-谈谈人物9.1,170763096,https://www.bilibili.com/video/BV1eE411F73t/?p=18,2563.691315,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第九课-谈谈人物9.1.mp4,19d92692647c258e01a062c54abf94f54f70297ecd063630a3fb9a820823b389,machine_transcribed,full_machine_transcript_read_not_full_listen
19,9,numbered_course,第九课-谈谈人物9.2,170789570,https://www.bilibili.com/video/BV1eE411F73t/?p=19,2017.465102,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第九课-谈谈人物9.2.mp4,caa48c8a16b489750a2671015ecfe35d2fb30bfe1c930e594b49f65870a5b558,machine_transcribed,full_machine_transcript_read_not_full_listen
20,10,numbered_course,第十课-复杂叙事10.1,171645463,https://www.bilibili.com/video/BV1eE411F73t/?p=20,2251.940204,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第十课-复杂叙事10.1.mp4,78a430657540cc3792eaed6a70534904cb185179122cdd03dea8dbf44e83c15f,machine_transcribed,full_machine_transcript_read_not_full_listen
21,10,numbered_course,第十课-复杂叙事10.2,171668148,https://www.bilibili.com/video/BV1eE411F73t/?p=21,1426.610136,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/第十课-复杂叙事10.2.mp4,bc09ce03da5493738b3d07a2e9e8d336cb80cafccccd07caaabe05d35cd9a1ad,machine_transcribed,full_machine_transcript_read_not_full_listen
22,11,numbered_course,十一课-类型片11.1,173862838,https://www.bilibili.com/video/BV1eE411F73t/?p=22,1900.62229,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十一课-类型片11.1.mp4,af64702ef007143c1b946c5531ec334bdd3be1badba6a8613b545534f90cfeb8,machine_transcribed,full_machine_transcript_read_not_full_listen
23,11,numbered_course,十一课-类型片11.2,173863407,https://www.bilibili.com/video/BV1eE411F73t/?p=23,1908.517075,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十一课-类型片11.2.mp4,41efb3d590247c7d836559ed90329a54fab5cf3206deab265f8f956f8ca0b720,machine_transcribed,full_machine_transcript_read_not_full_listen
24,11,numbered_course,十一课-类型片11.3,173861080,https://www.bilibili.com/video/BV1eE411F73t/?p=24,1356.601973,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十一课-类型片11.3.mp4,fc4117928e8c7289d35b3f020c84db35f75745bf2751c73cd2377619f28762ef,machine_transcribed,full_machine_transcript_read_not_full_listen
25,12,numbered_course,十二课-小蝌蚪找妈妈12.1,174056852,https://www.bilibili.com/video/BV1eE411F73t/?p=25,1593.44551,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十二课-小蝌蚪找妈妈12.1.mp4,8edd6c88edf1b3a2c7b070c7eaf31a503928e12334f0da4c3d06927138c15c3b,machine_transcribed,full_machine_transcript_read_not_full_listen
26,12,numbered_course,十二课-小蝌蚪找妈妈12.2,174057044,https://www.bilibili.com/video/BV1eE411F73t/?p=26,1703.275896,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十二课-小蝌蚪找妈妈12.2.mp4,91bad7ec7532d5fd236f88532ee03800dcabb3f143ac29d77912756952b79535,machine_transcribed,full_machine_transcript_read_not_full_listen
27,12,numbered_course,十二课-小蝌蚪找妈妈12.3,174057108,https://www.bilibili.com/video/BV1eE411F73t/?p=27,1907.147098,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十二课-小蝌蚪找妈妈12.3.mp4,40c08b3f8edaae7f9ce37287988988813cd36ad94f1456974cf6404ade85d541,machine_transcribed,full_machine_transcript_read_not_full_listen
28,13,numbered_course,十三课-电视剧13.1,177384361,https://www.bilibili.com/video/BV1eE411F73t/?p=28,1866.512177,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十三课-电视剧13.1.mp4,0e8f0e3f7b8bdd76c4e2fec2fb16e999e3d1414fe6c7e329d7ef5ea83320cbe4,machine_transcribed,full_machine_transcript_read_not_full_listen
29,13,numbered_course,十三课-电视剧13.2,177383899,https://www.bilibili.com/video/BV1eE411F73t/?p=29,1488.282336,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十三课-电视剧13.2.mp4,ad67524f07dcd68e3f2de61641b1029028807e0a8de0f8749362855b82a64d27,machine_transcribed,full_machine_transcript_read_not_full_listen
30,13,numbered_course,十三课-电视剧13.3,177384367,https://www.bilibili.com/video/BV1eE411F73t/?p=30,1815.451497,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十三课-电视剧13.3.mp4,d25b5de88a8be6fc90d552eb6a87eed2d0425a27213d956c7342de3d3367678b,machine_transcribed,full_machine_transcript_read_not_full_listen
31,13,numbered_course,十三课-电视剧13.4,177384393,https://www.bilibili.com/video/BV1eE411F73t/?p=31,1722.455578,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十三课-电视剧13.4.mp4,b4364df80510c0d3f45082ef2eab0950c0bec0217f3ac625baa4e18e0de215d5,machine_transcribed,full_machine_transcript_read_not_full_listen
32,14,numbered_course,十四课-场景与对白14.1,181727234,https://www.bilibili.com/video/BV1eE411F73t/?p=32,2448.84542,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十四课-场景与对白14.1.mp4,9000277988599c352f30c945e3a51a41786519224203aa462fbab5f748225a8f,machine_transcribed,full_machine_transcript_read_not_full_listen
33,14,numbered_course,十四课-场景与对白14.2,181763918,https://www.bilibili.com/video/BV1eE411F73t/?p=33,2955.57449,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十四课-场景与对白14.2.mp4,800ec7bda7b267df2fe58fab6bffbedfb02cc0095e8dd2a88d56fd052256146e,machine_transcribed,full_machine_transcript_read_not_full_listen
34,15,numbered_course,十五课-节拍器15.1,190273161,https://www.bilibili.com/video/BV1eE411F73t/?p=34,1930.877891,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十五课-节拍器15.1.mp4,d49a311f98b6c59bacf3ffb0d0b83ca8a42243b82736f58d18da082d7169b6c2,machine_transcribed,full_machine_transcript_read_not_full_listen
35,15,numbered_course,十五课-节拍器15.2,190303059,https://www.bilibili.com/video/BV1eE411F73t/?p=35,2301.76,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十五课-节拍器15.2.mp4,85079d1274510a69db6f670e573915fcf7ac5665dbb50afaf09ef9e9d8fd2dbf,machine_transcribed,full_machine_transcript_read_not_full_listen
36,15,numbered_course,十五课-节拍器15.3,190316428,https://www.bilibili.com/video/BV1eE411F73t/?p=36,1147.23,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十五课-节拍器15.3.mp4,2582c41c032bc237c6c96322b07fc14ef3a4bf4f85756beeefd6ee39b0418f57,machine_transcribed,full_machine_transcript_read_not_full_listen
37,15,numbered_course,十五课-节拍器15.4,190331356,https://www.bilibili.com/video/BV1eE411F73t/?p=37,1446.595,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十五课-节拍器15.4.mp4,5993c16f3eec2afdf25ecafef65aae2c7fd176910841918808ea61c1547e2c84,machine_transcribed,full_machine_transcript_read_not_full_listen
38,16,numbered_course,十六课-悬念与反转16,202189245,https://www.bilibili.com/video/BV1eE411F73t/?p=38,3657.0261,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十六课-悬念与反转16.mp4,db7c58257802fa24aeafcbfdad84fbb4ab9c0926098c76857f174557d5586ed2,machine_transcribed,full_machine_transcript_read_not_full_listen
39,17,numbered_course,十七课-新手跳坑17,202545835,https://www.bilibili.com/video/BV1eE411F73t/?p=39,3200.916531,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十七课-新手跳坑17.mp4,7e96b07bb4336f97344f4d269a0f50aef4acdee1f14cca603b3c0b7014cca47d,machine_transcribed,full_machine_transcript_read_not_full_listen
40,18,numbered_course,十八课-拿人的开场18.1,207918303,https://www.bilibili.com/video/BV1eE411F73t/?p=40,3064.243878,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十八课-拿人的开场18.1.mp4,670b8270f8a8d58d02158771a2bc8485347be0a00ab27eb37417f2e8abb96072,machine_transcribed,full_machine_transcript_read_not_full_listen
41,18,numbered_course,十八课-拿人的开场18.2,207918389,https://www.bilibili.com/video/BV1eE411F73t/?p=41,5216.199592,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十八课-拿人的开场18.2.mp4,1de95aafd44f9c72013abe2ab006e43cd7a6f080b8dd85e31f0140acb3a72827,machine_transcribed,full_machine_transcript_read_not_full_listen
42,19,numbered_course,十九课-怎么撰写项目提案19,212090316,https://www.bilibili.com/video/BV1eE411F73t/?p=42,2635.157167,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/十九课-怎么撰写项目提案19.mp4,846214c5522ff7377c4490541b10f00db6bd8b623156173664efa58ef834a955,machine_transcribed,full_machine_transcript_read_not_full_listen
43,20,numbered_course,二十课-编剧拉片20,227072905,https://www.bilibili.com/video/BV1eE411F73t/?p=43,4217.6425,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十课-编剧拉片20.mp4,e4033027c4ed5f08d60c527e2f9eef2120480a49d99f9a029e5b32cbdcdca59c,machine_transcribed,full_machine_transcript_read_not_full_listen
44,21,numbered_course,二十一课-谈几个进阶问题（上）21.1,239866710,https://www.bilibili.com/video/BV1eE411F73t/?p=44,2477.738333,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十一课-谈几个进阶问题（上）21.1.mp4,2c4065db4fc85fdbd08c25467365d74189ee3bd1549ec71dc4c3125230d86107,machine_transcribed,full_machine_transcript_read_not_full_listen
45,21,numbered_course,二十一课-谈几个进阶问题（下）21.2,239868634,https://www.bilibili.com/video/BV1eE411F73t/?p=45,2112.767667,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十一课-谈几个进阶问题（下）21.2.mp4,7218b44713d213a0b0ababfd15f7dc3b1924ac6a12c289a9f0a91079a5f3a688,machine_transcribed,full_machine_transcript_read_not_full_listen
46,22,numbered_course,二十二课-G潮上不去？（上）22.1,252711256,https://www.bilibili.com/video/BV1eE411F73t/?p=46,2559.551833,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十二课-G潮上不去？（上）22.1.mp4,b9d0ff82a460b8618adf925555bb1cff7133306552c95ebbcc96a31dda09aa1a,machine_transcribed,full_machine_transcript_read_not_full_listen
47,22,numbered_course,二十二课-G潮上不去？（下）22.2,252782284,https://www.bilibili.com/video/BV1eE411F73t/?p=47,2909.290333,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十二课-G潮上不去？（下）22.2.mp4,c5b00bc3f40ff535ee4f4bb781625da9ad51d8accfd7bd056bfff98f83264eef,machine_transcribed,full_machine_transcript_read_not_full_listen
48,23,numbered_course,二十三课-怎么写喜剧？(上）23.1,254049644,https://www.bilibili.com/video/BV1eE411F73t/?p=48,2561.301167,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十三课-怎么写喜剧？(上）23.1.mp4,e43a8971541575554c55e0ec652878c2de1d30e268e7588de3e64cf43012df1a,machine_transcribed,full_machine_transcript_read_not_full_listen
49,23,numbered_course,二十三课-怎么写喜剧？（下）23.2,254051910,https://www.bilibili.com/video/BV1eE411F73t/?p=49,2944.789167,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十三课-怎么写喜剧？（下）23.2.mp4,16a6f9c95ec2f426edb770a451755933236fe758ef37a86ffbe8424da1115e26,machine_transcribed,full_machine_transcript_read_not_full_listen
50,24,numbered_course,二十四课-剖析烂片24,266235698,https://www.bilibili.com/video/BV1eE411F73t/?p=50,4618.410333,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十四课-剖析烂片24.mp4,774a1d8c55812c91f96f24ab9a32657b62696624a831da7476a8052c2e16f732,machine_transcribed,full_machine_transcript_read_not_full_listen
51,25,numbered_course,二十五课-观影情绪节拍表25,272336072,https://www.bilibili.com/video/BV1eE411F73t/?p=51,3107.711667,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十五课-观影情绪节拍表25.mp4,8d0dd3fc95304c6fc43a7fca9a2ad7bcbf8648183da4304a92f968a78f957044,machine_transcribed,full_machine_transcript_read_not_full_listen
52,26,numbered_course,二十六课-从容应对文艺凡尔赛26,275889704,https://www.bilibili.com/video/BV1eE411F73t/?p=52,4304.021,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十六课-从容应对文艺凡尔赛26.mp4,26150ee339509a4bdbd1e8756b2dc5035c4d9a9bd3ca7f07d2ab3fc6a21c37e7,machine_transcribed,full_machine_transcript_read_not_full_listen
53,27,numbered_course,二十七课-剧本的叙事视角27,310082561,https://www.bilibili.com/video/BV1eE411F73t/?p=53,3867.839667,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十七课-剧本的叙事视角27.mp4,f0ecf56d1f05f4b424a7b60bf033d85568f5890a493708b1a8d3adf5678a2b68,machine_transcribed,full_machine_transcript_read_not_full_listen
54,28,numbered_course,二十八课-编剧课科目三28,327535922,https://www.bilibili.com/video/BV1eE411F73t/?p=54,5411.797,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十八课-编剧课科目三28.mp4,bcad727ba5dbaf6c7b7e9c834751ddb8c7354f9345c5c80ee3488096ad21b493,machine_transcribed,full_machine_transcript_read_not_full_listen
55,29,numbered_course,二十九课-剧情要有攻击性29,333133917,https://www.bilibili.com/video/BV1eE411F73t/?p=55,2222.357,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/二十九课-剧情要有攻击性29.mp4,5dbba6748263f98bf2986a913d53726633244ab0c966296176e408575f056ba0,machine_transcribed,full_machine_transcript_read_not_full_listen
56,30,numbered_course,三十课-人类为什么需要影视剧30,383686698,https://www.bilibili.com/video/BV1eE411F73t/?p=56,5041.706333,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/三十课-人类为什么需要影视剧30.mp4,df5e7224ccbb7655819337cfd86025020819fb337506d6ed565b7dd82c40a016,machine_transcribed,full_machine_transcript_read_not_full_listen
57,31,numbered_course,三十一课-单元剧的创作理念31,385383259,https://www.bilibili.com/video/BV1eE411F73t/?p=57,4061.439667,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/三十一课-单元剧的创作理念31.mp4,a53067980ceaa87d4bfa2eecad08783ac7ffbf6f17581e9b3f3be875f9e2e19b,machine_transcribed,full_machine_transcript_read_not_full_listen
58,32,numbered_course,三十二课-跟《鱿鱼游戏》学写强设定,425876128,https://www.bilibili.com/video/BV1eE411F73t/?p=58,4910.903651,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/三十二课-跟《鱿鱼游戏》学写强设定.mp4,cb227f0ec42dc29efb775e77f20bed696f23f44f514f2dcede65574289570107,machine_transcribed,full_machine_transcript_read_not_full_listen
59,33,numbered_course,三十三课-怎样克服拖延症,542014362,https://www.bilibili.com/video/BV1eE411F73t/?p=59,2535.018167,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/三十三课-怎样克服拖延症.mp4,4827174ce92498b86f2e7ca0b0742251b65068466be7edd563d64114d256639e,machine_transcribed,full_machine_transcript_read_not_full_listen
60,34,numbered_course,三十四课-查理小三角创作法,713227009,https://www.bilibili.com/video/BV1eE411F73t/?p=60,2843.754333,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/三十四课-查理小三角创作法.mp4,8614f394e619f763777124605d5e11513d1729eb103aa78fc7c94ead6810a2d9,machine_transcribed,full_machine_transcript_read_not_full_listen
61,,supplement,《让子弹飞》直播拉片,1118879677,https://www.bilibili.com/video/BV1eE411F73t/?p=61,6397.817098,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/《让子弹飞》直播拉片.mp4,58d008f275c0f9dfab57f4ad5cc3213bbeced83da1c7942df3385192786b0b1c,machine_transcribed,full_machine_transcript_read_not_full_listen
62,,supplement,查理老师告诉你，短剧为什么这么火！,1348722777,https://www.bilibili.com/video/BV1eE411F73t/?p=62,950.34771,output/course-materials/charlie-screenwriting-20260906/raw/【完整编剧教程】-从零基础到高阶实操【查理的编剧课-实战篇（合集）】（没完结！更着呢！）/查理老师告诉你，短剧为什么这么火！.mp4,a05e26501fa760e344bcfcecd91528ecaf88b0947cbb593adade74e0aad894e5,machine_transcribed,full_machine_transcript_read_not_full_listen
